Time	Tide level (m) in Yang river estuary	Salinity (ppt) in Yang river estuary	Time	Tide level (m) in Huangsuzhou river estuary	Salinity (ppt) in Huangsuzhou river estuary	Time	Tide level (m) in Pearl river estuary	Salinity (ppt) in Pearl river estuary	Time	Tide level (m) in Yanfeng river estuary	Bottom Salinity (ppt) in Yanfeng river estuary	Surface Salinity (ppt) in Yanfeng river estuary	Time	Tide level (m) in Oyster landing station	Salinity (ppt) in Oyster landing station	Time	Tide Level (m)-in a tidal creek close to Oyster Landing	Salinity (ppt)-in a tidal creek close to Oyster Landing
21/7/2015 15:00:00	0.214	26.3456	21/12/2015 07:30:00	0.276	16.1434	1/9/2016 13:50:00	1.488	19.022					11/1/2016 12:30:00	1.42	22.5			
21/7/2015 16:00:00	0.652	26.7159	21/12/2015 08:00:00	0.252	16.071	1/9/2016 14:00:00	1.454	19.011					11/1/2016 12:45:00	1.34	22.1			
21/7/2015 17:00:00	1.422	27.3123	21/12/2015 08:30:00	0.224	15.9917	1/9/2016 14:10:00	1.34	18.944					11/1/2016 13:00:00	1.25	23			
21/7/2015 18:00:00	2.252	27.8813	21/12/2015 09:00:00	0.23	15.9917	1/9/2016 14:20:00	1.238	18.892					11/1/2016 13:15:00	1.17	22.5			
21/7/2015 19:00:00	2.792	28.1534	21/12/2015 09:30:00	0.18	15.8944	1/9/2016 14:30:00	1.106	18.799					11/1/2016 13:30:00	1.08	22			
21/7/2015 20:00:00	2.836	28.2141	21/12/2015 10:00:00	0.102	15.7363	1/9/2016 14:40:00	1.088	18.804					11/1/2016 13:45:00	0.99	21.8			
21/7/2015 21:00:00	2.498	28.0917	21/12/2015 10:30:00	0.016	15.5706	1/9/2016 14:50:00	0.956	18.711					11/1/2016 14:00:00	0.9	21.5			
21/7/2015 22:00:00	1.986	27.8104	21/12/2015 11:00:00	0.01	15.5744	1/9/2016 15:00:00	0.906	18.706					11/1/2016 14:15:00	0.81	21.3			
21/7/2015 23:00:00	1.502	27.5041	21/12/2015 11:30:00	6.00E-03	15.5667	1/9/2016 15:10:00	0.78	18.623					11/1/2016 14:30:00	0.73	21			
22/7/2015 00:00:00	1.038	27.1573	21/12/2015 12:00:00	4.00E-03	15.5744	1/9/2016 15:20:00	0.736	18.597					11/1/2016 14:45:00	0.66	20.8			
22/7/2015 01:00:00	0.45	26.5287	21/12/2015 12:30:00	0.204	16.0384	1/9/2016 15:30:00	0.64	18.53					11/1/2016 15:00:00	0.59	20.2			
22/7/2015 02:00:00	0.03	26.0663	21/12/2015 13:00:00	0.394	16.4678	1/9/2016 15:40:00	0.602	18.525					11/1/2016 15:15:00	0.52	19.5			
22/7/2015 03:00:00	0.012	26.0248	21/12/2015 13:30:00	0.558	16.825	1/9/2016 15:50:00	0.538	18.483					11/1/2016 15:30:00	0.47	19.4			
22/7/2015 04:00:00	0.07	26.1195	21/12/2015 14:00:00	0.678	17.056	1/9/2016 16:00:00	0.45	18.432					11/1/2016 15:45:00	0.44	21.4			
22/7/2015 05:00:00	0.856	26.988	21/12/2015 14:30:00	0.682	17.1027	1/9/2016 16:10:00	0.404	18.426					11/1/2016 16:00:00	0.46	20.1			
22/7/2015 06:00:00	1.794	27.6609	21/12/2015 15:00:00	0.668	17.1501	1/9/2016 16:20:00	0.324	18.395					11/1/2016 16:15:00	0.53	20.1			
22/7/2015 07:00:00	2.612	28.1151	21/12/2015 15:30:00	0.63	17.1392	1/9/2016 16:30:00	0.262	18.359					11/1/2016 16:30:00	0.63	20.9			
			21/12/2015 16:00:00	0.648	17.1898	1/9/2016 16:40:00	0.208	18.338					11/1/2016 16:45:00	0.72	20.5			
			21/12/2015 16:30:00	0.73	17.3773	1/9/2016 16:50:00	0.184	18.349					11/1/2016 17:00:00	0.82	18.2			
			21/12/2015 17:00:00	0.896	17.728	1/9/2016 17:00:00	0.114	18.312					11/1/2016 17:15:00	0.92	18.3			
			21/12/2015 17:30:00	1.084	18.1696	1/9/2016 17:10:00	0.114	18.323					11/1/2016 17:30:00	1.02	17.6			
			21/12/2015 18:00:00	1.204	18.4378	1/9/2016 17:20:00	0.09	18.318					11/1/2016 17:45:00	1.12	18.1			
			21/12/2015 18:30:00	1.178	18.4339	1/9/2016 17:30:00	0.048	18.302					11/1/2016 18:00:00	1.23	18.2			
			21/12/2015 19:00:00	1.142	18.423	1/9/2016 17:40:00	0.05	18.323					11/1/2016 18:15:00	1.33	19.5			
			21/12/2015 19:30:00	1.016	18.1734	1/9/2016 17:50:00	0.074	18.369					11/1/2016 18:30:00	1.42	22.1			
			21/12/2015 20:00:00	0.848	17.8477	1/9/2016 18:00:00	0.084	18.38					11/1/2016 18:45:00	1.49	22.3			
			21/12/2015 20:30:00	0.738	17.6269	1/9/2016 18:10:00	0.096	18.39					11/1/2016 19:00:00	1.56	23.4			
			21/12/2015 21:00:00	0.592	17.3485	1/9/2016 18:20:00	0.124	18.4					11/1/2016 19:15:00	1.63	25.6			
			21/12/2015 21:30:00	0.52	17.2077	1/9/2016 18:30:00	0.178	18.426					11/1/2016 19:30:00	1.7	28.7			
			21/12/2015 22:00:00	0.374	16.919	1/9/2016 18:40:00	0.248	18.478					11/1/2016 19:45:00	1.77	30.6			
			21/12/2015 22:30:00	0.28	16.7238	1/9/2016 18:50:00	0.338	18.54					11/1/2016 20:00:00	1.83	31.3			
			21/12/2015 23:00:00	0.092	16.2912	1/9/2016 19:00:00	0.442	18.587					11/1/2016 20:15:00	1.89	31.5			
			21/12/2015 23:30:00	0.014	16.0678	1/9/2016 19:10:00	0.518	18.639					11/1/2016 20:30:00	1.95	31.5			
			22/12/2015 00:00:00	0	15.9885	1/9/2016 19:20:00	0.584	18.675					11/1/2016 20:45:00	1.99	31.5			
			22/12/2015 00:30:00	0.042	16.071	1/9/2016 19:30:00	0.696	18.742					11/1/2016 21:00:00	2.02	31.6			
			22/12/2015 01:00:00	0.092	16.1434	1/9/2016 19:40:00	0.792	18.81					11/1/2016 21:15:00	2.04	31.6			
			22/12/2015 01:30:00	0.226	16.4173	1/9/2016 19:50:00	0.908	18.887					11/1/2016 21:30:00	2.03	31.7			
			22/12/2015 02:00:00	0.314	16.601	1/9/2016 20:00:00	0.996	18.929					11/1/2016 21:45:00	2.01	31.7			
			22/12/2015 02:30:00	0.372	16.72	1/9/2016 20:10:00	1.11	19.011					11/1/2016 22:00:00	1.96	31.6			
			22/12/2015 03:00:00	0.316	16.5869	1/9/2016 20:20:00	1.194	19.053					11/1/2016 22:15:00	1.91	31.4			
			22/12/2015 03:30:00	0.236	16.4134	1/9/2016 20:30:00	1.278	19.094					11/1/2016 22:30:00	1.86	31.2			
			22/12/2015 04:00:00	0.134	16.1754	1/9/2016 20:40:00	1.36	19.146					11/1/2016 22:45:00	1.81	30.3			
			22/12/2015 04:30:00	0.17	16.2048	1/9/2016 20:50:00	1.454	19.203					11/1/2016 23:00:00	1.75	28.7			
			22/12/2015 05:00:00	0.288	16.4282	1/9/2016 21:00:00	1.536	19.27					11/1/2016 23:15:00	1.69	26.6			
			22/12/2015 05:30:00	0.484	16.8179	1/9/2016 21:10:00	1.616	19.312					11/1/2016 23:30:00	1.63	25			
			22/12/2015 06:00:00	0.64	17.1174	1/9/2016 21:20:00	1.64	19.317					11/1/2016 23:45:00	1.57	22.8			
			22/12/2015 06:30:00	0.73	17.287	1/9/2016 21:30:00	1.724	19.374					12/1/2016 00:00:00	1.5	21.3			
			22/12/2015 07:00:00	0.718	17.2621	1/9/2016 21:40:00	1.73	19.379					12/1/2016 00:15:00	1.43	20.7			
			22/12/2015 07:30:00	0.604	17.056	1/9/2016 21:50:00	1.768	19.4					12/1/2016 00:30:00	1.35	20.7			
			22/12/2015 08:00:00	0.486	16.832	1/9/2016 22:00:00	1.82	19.431					12/1/2016 00:45:00	1.27	21.8			
			22/12/2015 08:30:00	0.318	16.5075	1/9/2016 22:10:00	1.844	19.452					12/1/2016 01:00:00	1.19	21.3			
			22/12/2015 09:00:00	0.268	16.3846	1/9/2016 22:20:00	1.87	19.467					12/1/2016 01:15:00	1.1	21.3			
			22/12/2015 09:30:00	0.286	16.4102	1/9/2016 22:30:00	1.898	19.483					12/1/2016 01:30:00	1.01	20.9			
			22/12/2015 10:00:00	0.264	16.3558	1/9/2016 22:40:00	1.928	19.493					12/1/2016 01:45:00	0.92	20.7			
			22/12/2015 10:30:00	0.284	16.3917	1/9/2016 22:50:00	1.916	19.488					12/1/2016 02:00:00	0.84	20.2			
			22/12/2015 11:00:00	0.23	16.2624	1/9/2016 23:00:00	1.934	19.498					12/1/2016 02:15:00	0.76	20.3			
			22/12/2015 11:30:00	0.152	16.0749	1/9/2016 23:10:00	1.914	19.483					12/1/2016 02:30:00	0.69	19.8			
			22/12/2015 12:00:00	0.068	15.8656	1/9/2016 23:20:00	1.914	19.488					12/1/2016 02:45:00	0.62	19.3			
			22/12/2015 12:30:00	0.068	15.8656	1/9/2016 23:30:00	1.884	19.462					12/1/2016 03:00:00	0.56	18.2			
			22/12/2015 13:00:00	0.186	16.1069	1/9/2016 23:40:00	1.894	19.462					12/1/2016 03:15:00	0.5	17.8			
						1/9/2016 23:50:00	1.878	19.462					12/1/2016 03:30:00	0.45	17.1			
						2/9/2016 00:00:00	1.83	19.41					12/1/2016 03:45:00	0.43	20.7			
						2/9/2016 00:10:00	1.812	19.395					12/1/2016 04:00:00	0.46	17.9			
						2/9/2016 00:20:00	1.764	19.364					12/1/2016 04:15:00	0.52	19.4			
						2/9/2016 00:30:00	1.732	19.343					12/1/2016 04:30:00	0.61	18.6			
						2/9/2016 00:40:00	1.702	19.322					12/1/2016 04:45:00	0.71	18.4			
						2/9/2016 00:50:00	1.63	19.26					12/1/2016 05:00:00	0.79	15			
						2/9/2016 01:00:00	1.63	19.286					12/1/2016 05:15:00	0.88	15			
						2/9/2016 01:10:00	1.598	19.255					12/1/2016 05:30:00	0.97	15.3			
						2/9/2016 01:20:00	1.55	19.213					12/1/2016 05:45:00	1.05	15.8			
						2/9/2016 01:30:00	1.492	19.177					12/1/2016 06:00:00	1.14	16.5			
						2/9/2016 01:40:00	1.442	19.141					12/1/2016 06:15:00	1.23	17			
						2/9/2016 01:50:00	1.39	19.115					12/1/2016 06:30:00	1.32	18.7			
						2/9/2016 02:00:00	1.342	19.068					12/1/2016 06:45:00	1.41	20.6			
						2/9/2016 02:10:00	1.29	19.037					12/1/2016 07:00:00	1.49	21.2			
						2/9/2016 02:20:00	1.234	19.006					12/1/2016 07:15:00	1.56	21.9			
						2/9/2016 02:30:00	1.194	18.98					12/1/2016 07:30:00	1.63	24.7			
						2/9/2016 02:40:00	1.132	18.944					12/1/2016 07:45:00	1.71	28.8			
						2/9/2016 02:50:00	1.086	18.898					12/1/2016 08:00:00	1.79	30.6			
						2/9/2016 03:00:00	1.044	18.872					12/1/2016 08:15:00	1.87	31.3			
						2/9/2016 03:10:00	0.99	18.841					12/1/2016 08:30:00	1.95	31.5			
						2/9/2016 03:20:00	0.932	18.794					12/1/2016 08:45:00	2.02	31.6			
						2/9/2016 03:30:00	0.932	18.794					12/1/2016 09:00:00	2.09	31.8			
						2/9/2016 03:40:00	0.864	18.753					12/1/2016 09:15:00	2.14	31.9			
						2/9/2016 03:50:00	0.8	18.701					12/1/2016 09:30:00	2.18	31.9			
						2/9/2016 04:00:00	0.772	18.68					12/1/2016 09:45:00	2.2	31.9			
						2/9/2016 04:10:00	0.724	18.649					12/1/2016 10:00:00	2.21	32			
						2/9/2016 04:20:00	0.68	18.628					12/1/2016 10:15:00	2.16	33.2			
						2/9/2016 04:30:00	0.636	18.602					12/1/2016 10:30:00	2.14	33.3			
						2/9/2016 04:40:00	0.624	18.587					12/1/2016 10:45:00	2.09	33.2			
						2/9/2016 04:50:00	0.6	18.571					12/1/2016 11:00:00	2.04	33.1			
						2/9/2016 05:00:00	0.6	18.571					12/1/2016 11:15:00	1.98	32.9			
						2/9/2016 05:10:00	0.578	18.556					12/1/2016 11:30:00	1.92	32.5			
						2/9/2016 05:20:00	0.588	18.551					12/1/2016 11:45:00	1.85	31.6			
						2/9/2016 05:30:00	0.582	18.556					12/1/2016 12:00:00	1.78	29.7			
						2/9/2016 05:40:00	0.59	18.551					12/1/2016 12:15:00	1.71	28			
						2/9/2016 05:50:00	0.628	18.582					12/1/2016 12:30:00	1.64	26			
						2/9/2016 06:00:00	0.668	18.608					12/1/2016 12:45:00	1.57	23.4			
						2/9/2016 06:10:00	0.71	18.623					12/1/2016 13:00:00	1.49	22.3			
						2/9/2016 06:20:00	0.74	18.633					12/1/2016 13:15:00	1.41	21.6			
						2/9/2016 06:30:00	0.8	18.665					12/1/2016 13:30:00	1.33	21.4			
						2/9/2016 06:40:00	0.87	18.696					12/1/2016 13:45:00	1.25	21.1			
						2/9/2016 06:50:00	0.938	18.721					12/1/2016 14:00:00	1.16	20.7			
						2/9/2016 07:00:00	1.03	18.773					12/1/2016 14:15:00	1.07	21.6			
						2/9/2016 07:10:00	1.104	18.82					12/1/2016 14:30:00	0.98	21.7			
						2/9/2016 07:20:00	1.212	18.892					12/1/2016 14:45:00	0.89	21.5			
						2/9/2016 07:30:00	1.31	18.949					12/1/2016 15:00:00	0.8	21.6			
						2/9/2016 07:40:00	1.412	19.001					12/1/2016 15:15:00	0.71	21.3			
						2/9/2016 07:50:00	1.512	19.068					12/1/2016 15:30:00	0.64	20.3			
						2/9/2016 08:00:00	1.626	19.131					12/1/2016 15:45:00	0.56	20.3			
						2/9/2016 08:10:00	1.718	19.177					12/1/2016 16:00:00	0.48	19.8			
						2/9/2016 08:20:00	1.826	19.255					12/1/2016 16:15:00	0.42	18.6			
						2/9/2016 08:30:00	1.908	19.312					12/1/2016 16:30:00	0.36	18			
						2/9/2016 08:40:00	2.01	19.353					12/1/2016 16:45:00	0.32	20.9			
						2/9/2016 08:50:00	2.082	19.405					12/1/2016 17:00:00	0.33	19.4			
						2/9/2016 09:00:00	2.168	19.457					12/1/2016 17:15:00	0.37	17.6			
						2/9/2016 09:10:00	2.228	19.509					12/1/2016 17:30:00	0.47	18.3			
						2/9/2016 09:20:00	2.288	19.55					12/1/2016 17:45:00	0.58	19			
						2/9/2016 09:30:00	2.36	19.581					12/1/2016 18:00:00	0.69	18.5			
						2/9/2016 09:40:00	2.4	19.607					12/1/2016 18:15:00	0.8	17.4			
						2/9/2016 09:50:00	2.366	19.576					12/1/2016 18:30:00	0.9	16.4			
						2/9/2016 10:00:00	2.466	19.633					12/1/2016 18:45:00	1	15.6			
						2/9/2016 10:10:00	2.442	19.617					12/1/2016 19:00:00	1.1	16.6			
						2/9/2016 10:20:00	2.444	19.612					12/1/2016 19:15:00	1.19	18.5			
						2/9/2016 10:30:00	2.486	19.648					12/1/2016 19:30:00	1.28	21.1			
						2/9/2016 10:40:00	2.462	19.638					12/1/2016 19:45:00	1.35	22.2			
						2/9/2016 10:50:00	2.458	19.633					12/1/2016 20:00:00	1.41	22.2			
						2/9/2016 11:00:00	2.444	19.612					12/1/2016 20:15:00	1.46	22.3			
						2/9/2016 11:10:00	2.394	19.591					12/1/2016 20:30:00	1.51	23.1			
						2/9/2016 11:20:00	2.35	19.576					12/1/2016 20:45:00	1.56	25.2			
						2/9/2016 11:30:00	2.31	19.55					12/1/2016 21:00:00	1.59	27.9			
						2/9/2016 11:40:00	2.312	19.54					12/1/2016 21:15:00	1.63	30.3			
						2/9/2016 11:50:00	2.234	19.498					12/1/2016 21:30:00	1.65	31.2			
						2/9/2016 12:00:00	2.208	19.477					12/1/2016 21:45:00	1.65	31.6			
						2/9/2016 12:10:00	2.146	19.452					12/1/2016 22:00:00	1.63	31.7			
						2/9/2016 12:20:00	2.1	19.421					12/1/2016 22:15:00	1.61	30.8			
						2/9/2016 12:30:00	2.058	19.389					12/1/2016 22:30:00	1.57	28.6			
						2/9/2016 12:40:00	1.984	19.343					12/1/2016 22:45:00	1.54	24.8			
						2/9/2016 12:50:00	1.968	19.338					12/1/2016 23:00:00	1.49	24.3			
						2/9/2016 13:00:00	1.884	19.276					12/1/2016 23:15:00	1.44	21.4			
						2/9/2016 13:10:00	1.882	19.291					12/1/2016 23:30:00	1.39	19.6			
						2/9/2016 13:20:00	1.804	19.234					12/1/2016 23:45:00	1.33	18.1			
						2/9/2016 13:30:00	1.746	19.198					13/1/2016 00:00:00	1.27	17.2			
						2/9/2016 13:40:00	1.724	19.182					13/1/2016 00:15:00	1.2	16.4			
						2/9/2016 13:50:00	1.61	19.11					13/1/2016 00:30:00	1.12	15.6			
						2/9/2016 14:00:00	1.574	19.079					13/1/2016 00:45:00	1.05	15.9			
						2/9/2016 14:10:00	1.508	19.058					13/1/2016 01:00:00	0.96	15.9			
						2/9/2016 14:20:00	1.39	18.975					13/1/2016 01:15:00	0.88	15.7			
						2/9/2016 14:30:00	1.358	18.954					13/1/2016 01:30:00	0.8	15.6			
						2/9/2016 14:40:00	1.226	18.872					13/1/2016 01:45:00	0.72	15.4			
						2/9/2016 14:50:00	1.174	18.835					13/1/2016 02:00:00	0.64	14.6			
						2/9/2016 15:00:00	1.1	18.804					13/1/2016 02:15:00	0.56	14.1			
						2/9/2016 15:10:00	1.016	18.742					13/1/2016 02:30:00	0.49	13.7			
						2/9/2016 15:20:00	0.91	18.675					13/1/2016 02:45:00	0.41	12.1			
						2/9/2016 15:30:00	0.856	18.644					13/1/2016 03:00:00	0.34	11.5			
						2/9/2016 15:40:00	0.776	18.587					13/1/2016 03:15:00	0.28	10.9			
						2/9/2016 15:50:00	0.676	18.525					13/1/2016 03:30:00	0.22	12			
						2/9/2016 16:00:00	0.632	18.494					13/1/2016 03:45:00	0.19	13.9			
						2/9/2016 16:10:00	0.564	18.463					13/1/2016 04:00:00	0.17	13.8			
						2/9/2016 16:20:00	0.492	18.416					13/1/2016 04:15:00	0.14	12.4			
						2/9/2016 16:30:00	0.436	18.385					13/1/2016 04:30:00	0.14	13			
						2/9/2016 16:40:00	0.364	18.333					13/1/2016 04:45:00	0.15	12.3			
						2/9/2016 16:50:00	0.276	18.297					13/1/2016 05:00:00	0.2	13.1			
						2/9/2016 17:00:00	0.254	18.292					13/1/2016 05:15:00	0.27	12.4			
						2/9/2016 17:10:00	0.21	18.261					13/1/2016 05:30:00	0.34	13			
						2/9/2016 17:20:00	0.142	18.23					13/1/2016 05:45:00	0.44	10.3			
						2/9/2016 17:30:00	0.11	18.214					13/1/2016 06:00:00	0.53	10.6			
						2/9/2016 17:40:00	0.086	18.209					13/1/2016 06:15:00	0.63	10.9			
						2/9/2016 17:50:00	0.044	18.193					13/1/2016 06:30:00	0.74	10.3			
						2/9/2016 18:00:00	0.032	18.193					13/1/2016 06:45:00	0.86	11.6			
						2/9/2016 18:10:00	8.00E-03	18.193					13/1/2016 07:00:00	0.99	11.7			
						2/9/2016 18:20:00	0	18.183					13/1/2016 07:15:00	1.1	12.7			
						2/9/2016 18:30:00	0.022	18.183					13/1/2016 07:30:00	1.22	14.7			
						2/9/2016 18:40:00	0.05	18.199					13/1/2016 07:45:00	1.33	16.7			
						2/9/2016 18:50:00	0.074	18.209					13/1/2016 08:00:00	1.43	17.3			
						2/9/2016 19:00:00	0.12	18.224					13/1/2016 08:15:00	1.51	19.8			
						2/9/2016 19:10:00	0.208	18.25					13/1/2016 08:30:00	1.58	26.8			
						2/9/2016 19:20:00	0.288	18.261					13/1/2016 08:45:00	1.67	30.3			
						2/9/2016 19:30:00	0.372	18.297					13/1/2016 09:00:00	1.75	32.8			
						2/9/2016 19:40:00	0.48	18.338					13/1/2016 09:15:00	1.82	33.4			
						2/9/2016 19:50:00	0.574	18.359					13/1/2016 09:30:00	1.89	33.4			
						2/9/2016 20:00:00	0.656	18.38					13/1/2016 09:45:00	1.96	33.3			
						2/9/2016 20:10:00	0.772	18.426					13/1/2016 10:00:00	2.01	33.3			
						2/9/2016 20:20:00	0.882	18.463					13/1/2016 10:15:00	2.06	33.3			
						2/9/2016 20:30:00	0.998	18.52					13/1/2016 10:30:00	2.09	33.3			
						2/9/2016 20:40:00	1.096	18.571					13/1/2016 10:45:00	2.11	33.3			
						2/9/2016 20:50:00	1.186	18.618					13/1/2016 11:00:00	2.1	33.3			
						2/9/2016 21:00:00	1.266	18.665					13/1/2016 11:15:00	2.07	33.2			
						2/9/2016 21:10:00	1.366	18.721					13/1/2016 11:30:00	2.02	33.3			
						2/9/2016 21:20:00	1.428	18.753					13/1/2016 11:45:00	1.97	33.2			
						2/9/2016 21:30:00	1.494	18.789					13/1/2016 12:00:00	1.91	33.1			
						2/9/2016 21:40:00	1.57	18.846					13/1/2016 12:15:00	1.85	32.7			
						2/9/2016 21:50:00	1.616	18.877					13/1/2016 12:30:00	1.78	31.6			
						2/9/2016 22:00:00	1.682	18.908					13/1/2016 12:45:00	1.71	30.4			
						2/9/2016 22:10:00	1.744	18.954					13/1/2016 13:00:00	1.64	28.3			
						2/9/2016 22:20:00	1.764	18.954					13/1/2016 13:15:00	1.57	26			
						2/9/2016 22:30:00	1.824	19.011					13/1/2016 13:30:00	1.5	24.2			
						2/9/2016 22:40:00	1.852	19.022					13/1/2016 13:45:00	1.42	24.4			
						2/9/2016 22:50:00	1.886	19.043					13/1/2016 14:00:00	1.34	24.6			
						2/9/2016 23:00:00	1.906	19.043					13/1/2016 14:15:00	1.25	24.3			
						2/9/2016 23:10:00	1.93	19.074					13/1/2016 14:30:00	1.16	24			
						2/9/2016 23:20:00	1.934	19.063					13/1/2016 14:45:00	1.08	23.5			
						2/9/2016 23:30:00	1.932	19.053					13/1/2016 15:00:00	0.98	22.9			
						2/9/2016 23:40:00	1.944	19.058					13/1/2016 15:15:00	0.9	22.4			
						2/9/2016 23:50:00	1.934	19.058					13/1/2016 15:30:00	0.81	22.5			
						3/9/2016 00:00:00	1.932	19.068					13/1/2016 15:45:00	0.72	22			
						3/9/2016 00:10:00	1.906	19.037					13/1/2016 16:00:00	0.64	21.6			
						3/9/2016 00:20:00	1.892	19.043					13/1/2016 16:15:00	0.57	21			
						3/9/2016 00:30:00	1.878	19.032					13/1/2016 16:30:00	0.5	20.4			
						3/9/2016 00:40:00	1.83	19.001					13/1/2016 16:45:00	0.43	19.8			
						3/9/2016 00:50:00	1.784	18.965					13/1/2016 17:00:00	0.39	21.7			
						3/9/2016 01:00:00	1.75	18.934					13/1/2016 17:15:00	0.38	23.4			
						3/9/2016 01:10:00	1.686	18.887					13/1/2016 17:30:00	0.44	21.5			
						3/9/2016 01:20:00	1.646	18.866					13/1/2016 17:45:00	0.52	22			
						3/9/2016 01:30:00	1.614	18.851					13/1/2016 18:00:00	0.63	20.9			
						3/9/2016 01:40:00	1.556	18.81					13/1/2016 18:15:00	0.74	20.3			
						3/9/2016 01:50:00	1.508	18.773					13/1/2016 18:30:00	0.84	18.7			
						3/9/2016 02:00:00	1.458	18.737					13/1/2016 18:45:00	0.92	18.9			
						3/9/2016 02:10:00	1.41	18.706					13/1/2016 19:00:00	1.02	18.8			
						3/9/2016 02:20:00	1.34	18.67					13/1/2016 19:15:00	1.11	18.6			
						3/9/2016 02:30:00	1.286	18.628					13/1/2016 19:30:00	1.21	20.5			
						3/9/2016 02:40:00	1.228	18.592					13/1/2016 19:45:00	1.31	22.5			
						3/9/2016 02:50:00	1.194	18.571					13/1/2016 20:00:00	1.4	23.4			
						3/9/2016 03:00:00	1.126	18.525					13/1/2016 20:15:00	1.47	23.4			
						3/9/2016 03:10:00	1.064	18.494					13/1/2016 20:30:00	1.53	24.2			
						3/9/2016 03:20:00	1.026	18.468					13/1/2016 20:45:00	1.58	25.8			
						3/9/2016 03:30:00	0.96	18.421					13/1/2016 21:00:00	1.65	28.4			
						3/9/2016 03:40:00	0.914	18.395					13/1/2016 21:15:00	1.71	30.8			
						3/9/2016 03:50:00	0.854	18.359					13/1/2016 21:30:00	1.77	31.7			
						3/9/2016 04:00:00	0.806	18.323					13/1/2016 21:45:00	1.81	32.1			
						3/9/2016 04:10:00	0.77	18.302					13/1/2016 22:00:00	1.86	32.3			
						3/9/2016 04:20:00	0.722	18.266					13/1/2016 22:15:00	1.88	32.5			
						3/9/2016 04:30:00	0.696	18.261					13/1/2016 22:30:00	1.92	32.7			
						3/9/2016 04:40:00	0.622	18.214					13/1/2016 22:45:00	1.93	32.8			
						3/9/2016 04:50:00	0.592	18.193					13/1/2016 23:00:00	1.93	32.8			
						3/9/2016 05:00:00	0.57	18.173					13/1/2016 23:15:00	1.9	32.9			
						3/9/2016 05:10:00	0.54	18.152					13/1/2016 23:30:00	1.88	32.7			
						3/9/2016 05:20:00	0.518	18.136					13/1/2016 23:45:00	1.83	32.4			
						3/9/2016 05:30:00	0.486	18.121					14/1/2016 00:00:00	1.79	32.2			
						3/9/2016 05:40:00	0.49	18.116					14/1/2016 00:15:00	1.74	31.2			
						3/9/2016 05:50:00	0.488	18.105					14/1/2016 00:30:00	1.69	29.8			
						3/9/2016 06:00:00	0.486	18.111					14/1/2016 00:45:00	1.64	27.2			
						3/9/2016 06:10:00	0.51	18.116					14/1/2016 01:00:00	1.59	26.3			
						3/9/2016 06:20:00	0.542	18.136					14/1/2016 01:15:00	1.53	25			
						3/9/2016 06:30:00	0.554	18.131					14/1/2016 01:30:00	1.47	23.3			
													14/1/2016 01:45:00	1.4	23.5			
													14/1/2016 02:00:00	1.33	23.2			
													14/1/2016 02:15:00	1.26	23			
													14/1/2016 02:30:00	1.18	22.7			
													14/1/2016 02:45:00	1.09	22.6			
													14/1/2016 03:00:00	1	22.3			
													14/1/2016 03:15:00	0.91	22.2			
													14/1/2016 03:30:00	0.83	21.4			
													14/1/2016 03:45:00	0.74	21.5			
													14/1/2016 04:00:00	0.67	21.3			
													14/1/2016 04:15:00	0.6	21			
													14/1/2016 04:30:00	0.53	19.8			
													14/1/2016 04:45:00	0.47	18.7			
													14/1/2016 05:00:00	0.41	17.9			
													14/1/2016 05:15:00	0.37	21			
													14/1/2016 05:30:00	0.36	22			
													14/1/2016 05:45:00	0.39	19.6			
													14/1/2016 06:00:00	0.45	20.6			
													14/1/2016 06:15:00	0.52	20.1			
													14/1/2016 06:30:00	0.62	18.2			
													14/1/2016 06:45:00	0.71	17			
													14/1/2016 07:00:00	0.79	18.5			
													14/1/2016 07:15:00	0.89	16.6			
													14/1/2016 07:30:00	0.99	16.6			
													14/1/2016 07:45:00	1.1	17.6			
													14/1/2016 08:00:00	1.2	18.8			
													14/1/2016 08:15:00	1.31	19.5			
													14/1/2016 08:30:00	1.39	21			
													14/1/2016 08:45:00	1.47	21.1			
													14/1/2016 09:00:00	1.55	22.4			
													14/1/2016 09:15:00	1.63	25.2			
													14/1/2016 09:30:00	1.69	29.7			
													14/1/2016 09:45:00	1.76	32			
													14/1/2016 10:00:00	1.84	32.8			
													14/1/2016 10:15:00	1.9	33.1			
													14/1/2016 10:30:00	1.95	33.2			
													14/1/2016 10:45:00	1.99	33.1			
													14/1/2016 11:00:00	2.01	33.1			
													14/1/2016 11:15:00	2.03	33.2			
													14/1/2016 11:30:00	2.03	33.1			
													14/1/2016 11:45:00	2	33.1			
													14/1/2016 12:00:00	1.96	33.2			
													14/1/2016 12:15:00	1.92	33			
													14/1/2016 12:30:00	1.86	33			
													14/1/2016 12:45:00	1.8	32.6			
													14/1/2016 13:00:00	1.75	31.3			
													14/1/2016 13:15:00	1.69	29.8			
													14/1/2016 13:30:00	1.61	27.4			
													14/1/2016 13:45:00	1.54	25.2			
													14/1/2016 14:00:00	1.47	23.3			
													14/1/2016 14:15:00	1.4	23			
													14/1/2016 14:30:00	1.32	23.3			
													14/1/2016 14:45:00	1.24	23.5			
													14/1/2016 15:00:00	1.15	23.3			
													14/1/2016 15:15:00	1.06	23.2			
													14/1/2016 15:30:00	0.97	22.5			
													14/1/2016 15:45:00	0.88	22.4			
